id,label,comment
http://example.org/pharma-supply-chain#Material/M050,Entity,
http://example.org/pharma-supply-chain#Supplier/S041,Entity,
http://example.org/pharma-supply-chain#Material/M037,Entity,
http://example.org/pharma-supply-chain#Supplier/S018,Entity,
http://example.org/pharma-supply-chain#Facility/S017,Entity,
http://example.org/pharma-supply-chain#Material/M027,Entity,
http://example.org/pharma-supply-chain#Facility/S047,Entity,
http://example.org/pharma-supply-chain#Facility/F002,Entity,
http://example.org/pharma-supply-chain#Product/P026,Entity,
http://example.org/ontology#hasDate,has date,Links events (supply or production) to dates
http://example.org/pharma-supply-chain#Product/P041,Entity,
http://example.org/pharma-supply-chain#Product/P001,Entity,
http://example.org/pharma-supply-chain#Supplier/S015,Entity,
http://example.org/pharma-supply-chain#Facility/F003,Entity,
http://example.org/pharma-supply-chain#Supplier/S047,Entity,
http://example.org/pharma-supply-chain#Product/P020,Entity,
http://example.org/pharma-supply-chain#Product/P043,Entity,
http://example.org/pharma-supply-chain#Facility/S003,Entity,
http://example.org/pharma-supply-chain#Material/M004,Entity,
http://example.org/pharma-supply-chain#Supplier/S024,Entity,
http://example.org/pharma-supply-chain#Facility/S041,Entity,
http://example.org/pharma-supply-chain#Supplier/S004,Entity,
http://example.org/pharma-supply-chain#Material/M040,Entity,
http://example.org/pharma-supply-chain#Facility/S006,Entity,
http://example.org/pharma-supply-chain#Material/M002,Entity,
http://example.org/pharma-supply-chain#Material/M012,Entity,
http://example.org/pharma-supply-chain#Facility/S050,Entity,
http://example.org/pharma-supply-chain#Product/P008,Entity,
http://example.org/pharma-supply-chain#Supplier/S021,Entity,
http://example.org/pharma-supply-chain#Material/M047,Entity,
http://example.org/pharma-supply-chain#Supplier/S005,Entity,
http://example.org/pharma-supply-chain#Supplier/S003,Entity,
http://example.org/pharma-supply-chain#Facility/S004,Entity,
http://example.org/pharma-supply-chain#Facility/S025,Entity,
http://example.org/pharma-supply-chain#Material/M038,Entity,
http://example.org/pharma-supply-chain#Material/M013,Entity,
http://example.org/pharma-supply-chain#Material/M017,Entity,
http://example.org/pharma-supply-chain#Supplier/S046,Entity,
http://example.org/pharma-supply-chain#Supplier/S023,Entity,
http://example.org/pharma-supply-chain#Product/P016,Entity,
http://example.org/pharma-supply-chain#Product/P011,Entity,
http://example.org/pharma-supply-chain#Material/M021,Entity,
http://example.org/pharma-supply-chain#Material/M010,Entity,
http://example.org/pharma-supply-chain#Product/P032,Entity,
http://example.org/ontology#Supplier,Supplier,Represents suppliers providing materials
http://example.org/pharma-supply-chain#Facility/S010,Entity,
http://example.org/pharma-supply-chain#Product/P014,Entity,
http://example.org/pharma-supply-chain#Facility/S027,Entity,
http://example.org/pharma-supply-chain#Material/M003,Entity,
http://example.org/pharma-supply-chain#Product/P029,Entity,
http://example.org/pharma-supply-chain#Supplier/S031,Entity,
http://example.org/pharma-supply-chain#Facility/S042,Entity,
http://example.org/pharma-supply-chain#Supplier/S026,Entity,
http://example.org/pharma-supply-chain#Material/M016,Entity,
http://example.org/ontology#hasBatchSize,has batch size,Links a production event to the batch size
http://example.org/pharma-supply-chain#Supplier/S036,Entity,
http://example.org/pharma-supply-chain#Supplier/S050,Entity,
http://example.org/pharma-supply-chain#Supplier/S009,Entity,
http://example.org/pharma-supply-chain#Product/P023,Entity,
http://example.org/pharma-supply-chain#Facility/S032,Entity,
http://example.org/pharma-supply-chain#Material/M043,Entity,
http://example.org/pharma-supply-chain#Product/P044,Entity,
http://example.org/pharma-supply-chain#Material/M006,Entity,
http://example.org/pharma-supply-chain#Material/M007,Entity,
http://example.org/pharma-supply-chain#Facility/S031,Entity,
http://example.org/pharma-supply-chain#Product/P002,Entity,
http://example.org/pharma-supply-chain#Product/P037,Entity,
http://example.org/ontology#hasName,has name,Links an entity to its name
http://example.org/pharma-supply-chain#Supplier/S032,Entity,
http://example.org/pharma-supply-chain#Supplier/S040,Entity,
http://example.org/pharma-supply-chain#Supplier/S043,Entity,
http://example.org/pharma-supply-chain#Facility/S036,Entity,
http://example.org/pharma-supply-chain#Material/M005,Entity,
http://example.org/pharma-supply-chain#Supplier/S030,Entity,
http://example.org/pharma-supply-chain#Material/M028,Entity,
http://example.org/ontology#hasContactInformation,has contact information,Links a supplier to its contact information
http://example.org/pharma-supply-chain#Supplier/S001,Entity,
http://example.org/pharma-supply-chain#Material/M025,Entity,
http://example.org/pharma-supply-chain#Product/P048,Entity,
http://example.org/pharma-supply-chain#Supplier/S017,Entity,
http://example.org/pharma-supply-chain#Material/M026,Entity,
http://example.org/pharma-supply-chain#Material/M029,Entity,
http://example.org/pharma-supply-chain#Product/P035,Entity,
http://example.org/pharma-supply-chain#Supplier/S022,Entity,
http://example.org/pharma-supply-chain#Material/M036,Entity,
http://www.w3.org/1999/02/22-rdf-syntax-ns#nil,Entity,
http://example.org/pharma-supply-chain#Product/P010,Entity,
http://example.org/pharma-supply-chain#Product/P036,Entity,
http://example.org/pharma-supply-chain#Product/P038,Entity,
http://example.org/pharma-supply-chain#Material/M039,Entity,
http://example.org/pharma-supply-chain#Supplier/S006,Entity,
http://example.org/pharma-supply-chain#Facility/S030,Entity,
http://example.org/pharma-supply-chain#Supplier/S039,Entity,
http://example.org/pharma-supply-chain#Facility/S022,Entity,
http://example.org/pharma-supply-chain#Product/P015,Entity,
http://example.org/pharma-supply-chain#Product/P039,Entity,
http://www.w3.org/2002/07/owl#Class,Entity,
http://example.org/pharma-supply-chain#Material/M009,Entity,
http://example.org/pharma-supply-chain#Product/P046,Entity,
http://example.org/pharma-supply-chain#Supplier/S012,Entity,
http://example.org/pharma-supply-chain#Product/P042,Entity,
http://example.org/pharma-supply-chain#Product/P050,Entity,
http://example.org/pharma-supply-chain#Material/M035,Entity,
http://example.org/pharma-supply-chain#Facility/S012,Entity,
http://example.org/pharma-supply-chain#Facility/S019,Entity,
http://example.org/pharma-supply-chain#Material/M019,Entity,
http://example.org/pharma-supply-chain#Product/P003,Entity,
http://example.org/pharma-supply-chain#Material/M014,Entity,
http://example.org/pharma-supply-chain#Facility/S033,Entity,
http://example.org/pharma-supply-chain#Material/M032,Entity,
http://example.org/pharma-supply-chain#Facility/S035,Entity,
http://example.org/pharma-supply-chain#Material/M024,Entity,
http://example.org/pharma-supply-chain#Facility/S020,Entity,
http://example.org/pharma-supply-chain#Product/P005,Entity,
http://example.org/ontology#hasCertificationStatus,has certification status,Links a supplier to its certification status
http://example.org/pharma-supply-chain#Supplier/S037,Entity,
http://example.org/pharma-supply-chain#Material/M034,Entity,
http://example.org/pharma-supply-chain#Product/P006,Entity,
http://example.org/pharma-supply-chain#Material/M001,Entity,
http://example.org/pharma-supply-chain#Material/M023,Entity,
http://example.org/pharma-supply-chain#Facility/S043,Entity,
http://example.org/pharma-supply-chain#Product/P007,Entity,
http://example.org/pharma-supply-chain#Product/P009,Entity,
http://example.org/pharma-supply-chain#Facility/S005,Entity,
http://example.org/pharma-supply-chain#Product/P025,Entity,
http://example.org/pharma-supply-chain#Material/M020,Entity,
http://example.org/pharma-supply-chain#Supplier/S049,Entity,
http://example.org/ontology#hasQuantity,has quantity,Links a supply event to the quantity supplied
http://www.w3.org/2002/07/owl#DatatypeProperty,Entity,
http://example.org/ontology#SupplyEvent,Entity,
http://example.org/pharma-supply-chain#Supplier/S042,Entity,
http://example.org/pharma-supply-chain#Material/M018,Entity,
http://example.org/ontology#Material,Material,Represents raw materials used in manufacturing
http://www.w3.org/2001/XMLSchema#date,Entity,
http://example.org/pharma-supply-chain#Facility/S008,Entity,
http://example.org/pharma-supply-chain#Product/P030,Entity,
http://example.org/pharma-supply-chain#Facility/S038,Entity,
http://example.org/pharma-supply-chain#Supplier/S038,Entity,
http://www.w3.org/2001/XMLSchema#string,Entity,
http://example.org/pharma-supply-chain#Facility/S018,Entity,
http://example.org/ontology#hasLocation,has location,Links a facility or supplier to its geographical location
http://example.org/pharma-supply-chain#Material/M008,Entity,
http://example.org/ontology#hasAddress,has address,Links an entity to its address
http://example.org/pharma-supply-chain#Supplier/S035,Entity,
http://example.org/pharma-supply-chain#Facility/S013,Entity,
http://example.org/pharma-supply-chain#Material/M022,Entity,
http://example.org/pharma-supply-chain#Supplier/S020,Entity,
http://example.org/pharma-supply-chain#Supplier/S034,Entity,
http://example.org/pharma-supply-chain#Product/P018,Entity,
http://example.org/pharma-supply-chain#Supplier/S014,Entity,
http://example.org/ontology#produces,produces,Links a facility to a product they produce
http://example.org/pharma-supply-chain#Product/P027,Entity,
http://example.org/pharma-supply-chain#Material/M041,Entity,
http://example.org/pharma-supply-chain#Material/M015,Entity,
http://example.org/ontology#supplies,supplies,Links a supplier to a material they supply
http://example.org/pharma-supply-chain#Material/M031,Entity,
http://example.org/pharma-supply-chain#Product/P028,Entity,
http://example.org/pharma-supply-chain#Facility/S045,Entity,
http://example.org/pharma-supply-chain#Facility/S016,Entity,
http://example.org/pharma-supply-chain#Supplier/S007,Entity,
http://example.org/pharma-supply-chain#Product/P034,Entity,
http://example.org/ontology#ProductionEvent,Entity,
http://example.org/pharma-supply-chain#Facility/S009,Entity,
http://example.org/pharma-supply-chain#Supplier/S033,Entity,
http://example.org/pharma-supply-chain#Material/M046,Entity,
http://example.org/pharma-supply-chain#Product/P047,Entity,
http://example.org/pharma-supply-chain#Facility/S014,Entity,
http://example.org/pharma-supply-chain#Material/M045,Entity,
http://example.org/pharma-supply-chain#Facility/S039,Entity,
http://example.org/pharma-supply-chain#Facility/S040,Entity,
http://example.org/pharma-supply-chain#Facility/S044,Entity,
http://example.org/pharma-supply-chain#Facility/S026,Entity,
http://example.org/pharma-supply-chain#Facility/S037,Entity,
http://www.w3.org/2002/07/owl#ObjectProperty,Entity,
http://example.org/pharma-supply-chain#Product/P022,Entity,
http://www.w3.org/2001/XMLSchema#decimal,Entity,
http://example.org/ontology#Location,Entity,
