start_id,end_id,type,label,comment
http://example.org/pharma-supply-chain#Supplier/S041,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S012,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P003,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M014,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M009,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S036,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S011,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S035,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M024,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasCertificationStatus,http://example.org/ontology#Supplier,http://www.w3.org/2000/01/rdf-schema#domain,,
http://example.org/pharma-supply-chain#Product/P032,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P006,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasDate,has date,http://www.w3.org/2000/01/rdf-schema#label,has date,
http://example.org/pharma-supply-chain#Supplier/S043,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S021,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/F001,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S025,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasContactInformation,has contact information,http://www.w3.org/2000/01/rdf-schema#label,has contact information,
http://example.org/pharma-supply-chain#Supplier/S002,http://example.org/pharma-supply-chain#Material/M004,http://example.org/pharma-supply-chain#supplies,,
http://example.org/ontology#hasQuantity,http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#Product,Represents final products being manufactured,http://www.w3.org/2000/01/rdf-schema#comment,,Represents final products being manufactured
http://example.org/pharma-supply-chain#Material/M018,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/F004,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#Material,Represents raw materials used in manufacturing,http://www.w3.org/2000/01/rdf-schema#comment,,Represents raw materials used in manufacturing
http://example.org/pharma-supply-chain#Facility/S017,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasDate,http://www.w3.org/2001/XMLSchema#date,http://www.w3.org/2000/01/rdf-schema#range,,
http://example.org/pharma-supply-chain#Product/P017,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S038,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S038,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasCertificationStatus,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2000/01/rdf-schema#range,,
http://example.org/pharma-supply-chain#Facility/F002,http://example.org/pharma-supply-chain#Material/M002,http://example.org/pharma-supply-chain#hasMaterial,,
http://example.org/pharma-supply-chain#Supplier/S022,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M001,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasLocation,Links a facility or supplier to its geographical location,http://www.w3.org/2000/01/rdf-schema#comment,,Links a facility or supplier to its geographical location
http://example.org/ontology#hasAddress,has address,http://www.w3.org/2000/01/rdf-schema#label,has address,
http://example.org/pharma-supply-chain#Material/M012,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P046,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M017,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S035,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S001,http://example.org/pharma-supply-chain#Material/M003,http://example.org/pharma-supply-chain#supplies,,
http://example.org/ontology#hasBatchSize,Links a production event to the batch size,http://www.w3.org/2000/01/rdf-schema#comment,,Links a production event to the batch size
http://example.org/pharma-supply-chain#Material/M039,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P041,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S013,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S014,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S018,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#produces,http://example.org/ontology#Facility,http://www.w3.org/2000/01/rdf-schema#domain,,
http://example.org/pharma-supply-chain#Facility/S033,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M041,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#supplies,Links a supplier to a material they supply,http://www.w3.org/2000/01/rdf-schema#comment,,Links a supplier to a material they supply
http://example.org/pharma-supply-chain#Supplier/S044,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M031,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S012,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S049,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P029,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S049,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M048,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S015,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#supplies,http://example.org/ontology#Material,http://www.w3.org/2000/01/rdf-schema#range,,
http://example.org/pharma-supply-chain#Facility/F004,http://example.org/pharma-supply-chain#Material/M005,http://example.org/pharma-supply-chain#hasMaterial,,
http://example.org/ontology#Material,Material,http://www.w3.org/2000/01/rdf-schema#label,Material,
http://example.org/pharma-supply-chain#Material/M025,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasBatchSize,http://example.org/ontology#ProductionEvent,http://www.w3.org/2000/01/rdf-schema#domain,,
http://example.org/pharma-supply-chain#Supplier/S002,http://example.org/pharma-supply-chain#Material/M001,http://example.org/pharma-supply-chain#supplies,,
http://example.org/pharma-supply-chain#Product/P011,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M020,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasBatchSize,http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S009,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S033,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P014,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S007,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S020,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M049,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M008,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#Material,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/F002,http://example.org/pharma-supply-chain#Product/P002,http://example.org/pharma-supply-chain#produces,,
http://example.org/pharma-supply-chain#Facility/F005,http://example.org/pharma-supply-chain#Product/P005,http://example.org/pharma-supply-chain#produces,,
http://example.org/pharma-supply-chain#Material/M035,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S047,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S001,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S014,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M045,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S001,http://example.org/pharma-supply-chain#Material/M001,http://example.org/pharma-supply-chain#supplies,,
http://example.org/pharma-supply-chain#Material/M046,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S039,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M034,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasLocation,has location,http://www.w3.org/2000/01/rdf-schema#label,has location,
http://example.org/pharma-supply-chain#Material/M002,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#Product,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/F005,http://example.org/pharma-supply-chain#Product/P001,http://example.org/pharma-supply-chain#produces,,
http://example.org/pharma-supply-chain#Product/P034,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S034,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/F001,http://example.org/pharma-supply-chain#Material/M002,http://example.org/pharma-supply-chain#hasMaterial,,
http://example.org/pharma-supply-chain#Supplier/S008,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S018,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S003,http://example.org/pharma-supply-chain#Material/M001,http://example.org/pharma-supply-chain#supplies,,
http://example.org/pharma-supply-chain#Supplier/S001,http://example.org/pharma-supply-chain#Material/M002,http://example.org/pharma-supply-chain#supplies,,
http://example.org/ontology#Facility,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/F003,http://example.org/pharma-supply-chain#Material/M003,http://example.org/pharma-supply-chain#hasMaterial,,
http://example.org/pharma-supply-chain#Facility/F003,http://example.org/pharma-supply-chain#Material/M004,http://example.org/pharma-supply-chain#hasMaterial,,
http://example.org/pharma-supply-chain#Product/P008,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M030,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M023,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P048,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S047,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#Supplier,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S021,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S026,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S024,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S002,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S023,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S024,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P012,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#produces,produces,http://www.w3.org/2000/01/rdf-schema#label,produces,
http://example.org/pharma-supply-chain#Material/M032,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S031,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#supplies,http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasContactInformation,http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S043,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S030,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S042,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/F004,http://example.org/pharma-supply-chain#Material/M004,http://example.org/pharma-supply-chain#hasMaterial,,
http://example.org/pharma-supply-chain#Material/M022,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S001,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P002,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasName,has name,http://www.w3.org/2000/01/rdf-schema#label,has name,
http://example.org/ontology#hasContactInformation,Links a supplier to its contact information,http://www.w3.org/2000/01/rdf-schema#comment,,Links a supplier to its contact information
http://example.org/ontology#hasCertificationStatus,has certification status,http://www.w3.org/2000/01/rdf-schema#label,has certification status,
http://example.org/pharma-supply-chain#Material/M043,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S019,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M011,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S004,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S013,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasContactInformation,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2000/01/rdf-schema#range,,
http://example.org/pharma-supply-chain#Material/M042,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S003,http://example.org/pharma-supply-chain#Material/M004,http://example.org/pharma-supply-chain#supplies,,
http://example.org/pharma-supply-chain#Supplier/S009,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P038,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#Supplier,Supplier,http://www.w3.org/2000/01/rdf-schema#label,Supplier,
http://example.org/pharma-supply-chain#Supplier/S036,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S003,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
